PG,SG,SF,PF,C,G,F,UTIL,Budget,FPPG
Kyrie Irving(13782183),Josh Okogie(13782538),Dorian Finney-Smith(13782639),Maxi Kleber(13782553),Jarrett Allen(13782439),Russell Westbrook(13782189),Montrezl Harrell(13782307),Luka Doncic(13782168),50000.0,332.59
